t_ms,step,beam,score,sum_logprob,logprobs_where,prefix_source,prefix_len,prefix_tail_ids,prefix,lock_remaining_len
1787448834684,201,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],224,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834684,201,1,-8.966889381408691,-8.966889381408691,args:1,args[0],224,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834684,201,2,-10.990986824035645,-10.990986824035645,args:1,args[0],224,"[41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷,0
1787448834707,202,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],225,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834707,202,1,-8.966889381408691,-8.966889381408691,args:1,args[0],225,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834707,202,2,-11.02338695526123,-11.02338695526123,args:1,args[0],225,"[41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷,0
1787448834729,203,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],226,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834730,203,1,-8.966889381408691,-8.966889381408691,args:1,args[0],226,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834730,203,2,-11.057857513427734,-11.057857513427734,args:1,args[0],226,"[30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病,0
1787448834752,204,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],227,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834752,204,1,-8.966889381408691,-8.966889381408691,args:1,args[0],227,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834752,204,2,-11.086482048034668,-11.086482048034668,args:1,args[0],227,"[12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者,0
1787448834775,205,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],228,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834775,205,1,-8.966889381408691,-8.966889381408691,args:1,args[0],228,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834775,205,2,-11.086482048034668,-11.086482048034668,args:1,args[0],228,"[28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大,0
1787448834798,206,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],229,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834798,206,1,-8.966889381408691,-8.966889381408691,args:1,args[0],229,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834798,206,2,-11.086482048034668,-11.086482048034668,args:1,args[0],229,"[41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷,0
1787448834820,207,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],230,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834821,207,1,-8.966889381408691,-8.966889381408691,args:1,args[0],230,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834821,207,2,-11.113211631774902,-11.113211631774902,args:1,args[0],230,"[41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷,0
1787448834842,208,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],231,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834842,208,1,-8.966889381408691,-8.966889381408691,args:1,args[0],231,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834842,208,2,-11.146838188171387,-11.146838188171387,args:1,args[0],231,"[30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病,0
1787448834865,209,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],232,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834865,209,1,-8.966889381408691,-8.966889381408691,args:1,args[0],232,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
1787448834865,209,2,-11.17605972290039,-11.17605972290039,args:1,args[0],232,"[12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444, 28589, 41323, 41323, 30986, 12444]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者 大傷傷病者,0
1787448834888,210,0,-3.9658195972442627,-3.9658195972442627,args:1,args[0],233,"[41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323, 41323]",<|nospeech|> 傷病者 感染防御 胸骨圧迫<|startoftranscript|><|ja|><|startoflm|>傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷病者 傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷傷,0
